,HA_13_7_SB2,HA_13_7_SB4,HA_14_7_S5,HA_14_7_SB1,HA_14_7_SB5,HA_14_7_SB10,HA_15_7_SB3,HA_21_7_S3,HA_21_7_SB1,HA_21_7_SB7,HA_21_7_SB8,HA_22_7_SB4,HA_22_7_SB5,HA_22_7_S3,HA_22_7_S5,HA_23_7_SB3,HA_23_7_SB4,HA_23_7_SB5,HA_23_7_S3,HA_23_7_S5,HA_24_7_SB2,HA_24_7_S1,HA_25_7_S1
0,0.289825214,0.260573183,0.274998339,0.243994353,0.287365385,0.283470712,0.261378761,0.357932301,0.202164321,0.29140243899999996,0.358499676,0.262550567,0.28012481300000003,0.289941398,0.332046763,0.26385316600000003,0.31284390100000004,0.289047954,0.271644167,0.33437519600000004,0.24974554699999998,0.319644921,0.349706864
1,0.28990988300000003,0.261064737,0.27550945600000004,0.24478779,0.287309072,0.28356302,0.26154439,0.357894417,0.20217457600000002,0.291637322,0.358671907,0.262427531,0.280379786,0.289996115,0.332283661,0.263910201,0.312886015,0.28923117800000003,0.272138942,0.3346595,0.24960482899999997,0.319686757,0.349752481
2,0.290021498,0.26176008100000003,0.276258247,0.245685635,0.287661575,0.283836621,0.261823951,0.357623284,0.20220760399999999,0.292023861,0.359022061,0.262361776,0.28040674600000004,0.29011903,0.332575153,0.264083904,0.31286201,0.289281791,0.272547462,0.33449134,0.249739447,0.319779838,0.349738945
3,0.29050981800000003,0.262080895,0.27620255899999996,0.24503492300000002,0.288198578,0.284535478,0.26207080899999996,0.35753915299999994,0.202292705,0.292219314,0.35917884,0.26254477800000003,0.280124656,0.290405715,0.332527895,0.264266304,0.31285246,0.28914681,0.272542343,0.334885652,0.250180867,0.319875168,0.34986989399999996
4,0.290442677,0.26218647100000003,0.276393099,0.245111126,0.288302651,0.28460378399999997,0.262254059,0.35759057299999997,0.202500195,0.292514255,0.35949180799999997,0.262437869,0.280384798,0.290424093,0.332601586,0.264430353,0.312804211,0.289322486,0.272555699,0.33582039,0.250096706,0.31961969100000004,0.350127594
5,0.290100929,0.262407825,0.276558962,0.245622858,0.28847917100000003,0.284586925,0.262275732,0.357665974,0.202656513,0.292756295,0.359853336,0.26236009600000004,0.28070907100000003,0.2903673,0.332783001,0.264625112,0.31273441399999996,0.289561405,0.272702532,0.336348107,0.250047148,0.319416604,0.350447299
6,0.289861012,0.262855546,0.276544148,0.246069553,0.288992533,0.284881394,0.262180264,0.357626479,0.202704656,0.292866449,0.36011538299999996,0.26253976,0.280707361,0.290382422,0.33296518,0.264844288,0.31271113300000003,0.28965421199999997,0.27294695399999996,0.33611558700000005,0.25033309,0.319512255,0.35072296299999994
7,0.290117393,0.263093659,0.276780834,0.246084453,0.289282577,0.285181492,0.262387395,0.35718067700000006,0.202957771,0.293042009,0.360073562,0.262821381,0.28050699100000004,0.290323194,0.33291751199999997,0.264900863,0.312964198,0.289628957,0.27296749,0.336367525,0.250249891,0.319637628,0.35070767
8,0.290081649,0.263341048,0.277119746,0.24606817399999997,0.289415252,0.285300454,0.26243568100000003,0.35715409,0.202981148,0.293156988,0.360231818,0.26293379,0.28022823199999997,0.290323971,0.332901936,0.265006483,0.31307060800000003,0.289809138,0.273080334,0.336748672,0.25015748,0.319617713,0.35080606200000003
9,0.289720202,0.263610918,0.277488938,0.24629793100000003,0.289520438,0.285330815,0.262365509,0.35745478,0.20280281100000003,0.29327951399999996,0.360570678,0.26289072199999997,0.2801515,0.29043099699999997,0.332997807,0.265157546,0.31295816,0.290107844,0.273308414,0.337136916,0.250197712,0.319496187,0.35104650600000004
10,0.28962765100000004,0.263743076,0.277875638,0.246987946,0.289802863,0.285614044,0.262647242,0.357192358,0.202841715,0.293650007,0.36060863,0.262954662,0.280736804,0.29061983,0.333132594,0.265160618,0.31284232,0.290070609,0.273425339,0.337595194,0.250342198,0.31951582100000003,0.351135786
11,0.28939250899999996,0.264041101,0.27809513199999997,0.247114747,0.289802375,0.285719708,0.262715103,0.35708971700000003,0.20313689699999998,0.294004331,0.360913384,0.263005449,0.280744352,0.290818072,0.33333678699999997,0.265347381,0.312936785,0.290199029,0.27352277399999997,0.337832795,0.25046691,0.31943694100000003,0.351192988
12,0.289156052,0.264293526,0.278255555,0.247078942,0.289808609,0.285833854,0.262743015,0.357106553,0.203367154,0.29420126,0.36128412600000004,0.263065082,0.28053986,0.290907543,0.333490274,0.265563367,0.31313201399999996,0.29042796,0.273583976,0.33803651,0.25050344399999996,0.319390927,0.35131326700000004
13,0.289162667,0.264280549,0.278501999,0.24751721,0.290178761,0.286203046,0.263014911,0.35703202700000003,0.203221243,0.294192809,0.3613985,0.263168364,0.280790847,0.29081544600000003,0.333492962,0.265589531,0.313237102,0.29057463,0.27360487899999997,0.338433747,0.250446972,0.31953417300000003,0.351554915
14,0.289440257,0.264720965,0.278632313,0.247877486,0.29030689,0.286309645,0.263154626,0.356932515,0.20318307600000002,0.294223336,0.36159741799999995,0.263200237,0.28088493800000003,0.290800167,0.333642269,0.265697983,0.31322940899999996,0.290788703,0.27386002,0.338513897,0.250573962,0.319499274,0.351767359
15,0.289613555,0.265030879,0.278662407,0.247929175,0.290383884,0.286461559,0.263207965,0.35692014299999997,0.203226204,0.294443918,0.361802655,0.263210215,0.28104706399999996,0.290781891,0.333802707,0.265925969,0.313211937,0.290914848,0.274064116,0.33856746600000004,0.250642333,0.319395583,0.351889115
16,0.289524922,0.264956751,0.278679638,0.247741778,0.29054985,0.286801356,0.263251662,0.357001844,0.203285644,0.294824759,0.361952833,0.26322164,0.281336437,0.290732616,0.333867856,0.26620378699999997,0.313243633,0.290906321,0.274079519,0.338822137,0.250558502,0.319315454,0.35194584
17,0.289591761,0.265283439,0.278932229,0.248024374,0.290641553,0.286924917,0.26335211,0.35692989,0.20333559699999998,0.29494257399999996,0.362122505,0.263141419,0.28119048399999996,0.290846396,0.333882423,0.266234653,0.313261253,0.291029229,0.274228152,0.33924949299999996,0.250715253,0.31918815300000003,0.35215785200000005
18,0.289446338,0.26549191,0.27906579800000003,0.248302043,0.29087298100000003,0.286985359,0.263391153,0.35680866299999997,0.20335213300000002,0.295056678,0.362270983,0.263115038,0.281153822,0.29095642,0.333898551,0.266411334,0.313263164,0.291166127,0.27435713100000003,0.339567484,0.250763738,0.31914242600000003,0.35233828700000003
19,0.28913348899999997,0.265577343,0.279117347,0.248450982,0.291211211,0.28708889,0.26343557,0.356678944,0.203376876,0.295220185,0.362399604,0.263182901,0.28131602899999997,0.29097747399999996,0.333944576,0.266663258,0.313262234,0.2912978,0.274447882,0.33969040799999994,0.250642168,0.31916877,0.352434423
20,0.289090581,0.26600533600000004,0.279502243,0.248635973,0.291385218,0.287326888,0.263744573,0.356530367,0.203525885,0.295302625,0.362546621,0.26329566,0.281355502,0.290875761,0.33403063,0.266460123,0.313289327,0.29149288,0.274600629,0.339689553,0.250540754,0.319126791,0.35250426700000004
21,0.288979557,0.266321643,0.279629699,0.24896450399999998,0.291505819,0.287500582,0.26388438399999997,0.35653859299999996,0.20359192899999998,0.29550479399999996,0.362734724,0.263322683,0.28136020300000003,0.291021099,0.334124376,0.266650871,0.313284599,0.291519839,0.274723873,0.34024683200000005,0.25061370899999996,0.31894316899999997,0.352630217
22,0.288779781,0.266461991,0.279607203,0.24918268100000002,0.291635037,0.287643091,0.263837005,0.356588494,0.20356725899999997,0.295715083,0.362954071,0.26335427699999997,0.281364591,0.291213808,0.33417966,0.266950923,0.313306707,0.291537552,0.274828745,0.340882332,0.250776276,0.318759061,0.352812825
23,0.288573372,0.26651325600000003,0.27973310100000004,0.249025351,0.29181292600000003,0.287826335,0.263756826,0.35648270299999996,0.203514115,0.29576005,0.36316977,0.263519165,0.281388531,0.291118356,0.334163003,0.266801405,0.31342280899999997,0.291783103,0.274963306,0.340860709,0.25085860600000004,0.318767528,0.353008638
24,0.288412285,0.26665696899999997,0.279745614,0.24927159999999998,0.291943891,0.287724787,0.263887961,0.35630122299999994,0.20340830199999999,0.295929097,0.36326646700000004,0.263526111,0.281379932,0.291129117,0.334156144,0.26679128,0.313417215,0.29191405800000003,0.275181099,0.341184844,0.250895392,0.318856438,0.353108469
25,0.288280842,0.26677915,0.279722431,0.249458685,0.292088897,0.287664549,0.264048346,0.35617582600000003,0.203417789,0.296064557,0.363416859,0.263539149,0.281378927,0.29119564600000003,0.334259074,0.266894932,0.313434775,0.292037742,0.275359921,0.34147058,0.250896259,0.318811093,0.353292393
26,0.28813197100000004,0.266824416,0.279781553,0.24933961699999999,0.292270503,0.287854791,0.264109466,0.356181745,0.203571798,0.296098138,0.363694155,0.26368173300000003,0.28140878,0.29123197,0.334475381,0.267032528,0.313555855,0.292218075,0.27543619199999997,0.34146716200000005,0.250862905,0.318578352,0.35362325
27,0.28782715,0.266971074,0.28009827,0.249594011,0.29235766,0.288050356,0.264212744,0.356270184,0.20347798399999997,0.29634309,0.36383828100000004,0.263858852,0.281438227,0.291190803,0.334573875,0.267189493,0.313594854,0.292254439,0.275541999,0.341681311,0.25074467,0.31853381199999997,0.3537804
28,0.287675172,0.267229357,0.280278541,0.249863876,0.292487213,0.288221667,0.26432031300000003,0.35627979,0.203451893,0.296562578,0.363896499,0.263947622,0.28135054,0.291143127,0.334601336,0.26729393,0.31358799800000003,0.292339387,0.275628245,0.34192296200000005,0.25078179100000003,0.318546507,0.35394015700000003
29,0.28769297899999996,0.267502712,0.280311292,0.25004172199999997,0.292653818,0.288365655,0.264419985,0.356154953,0.20356328699999998,0.296675825,0.363961466,0.263957033,0.281214237,0.291146157,0.33460920899999996,0.26734982399999996,0.313566571,0.292512035,0.275701298,0.342166078,0.25096657899999997,0.318532059,0.354101203
30,0.287609481,0.267554898,0.280575584,0.250244082,0.29269771699999997,0.288506066,0.264516522,0.35593277100000004,0.203649694,0.296738485,0.36419524,0.264036604,0.281303669,0.291259602,0.334666447,0.267437494,0.313560483,0.292663709,0.275822764,0.34254577700000005,0.25103374300000003,0.318431782,0.35407143700000004
31,0.2875025,0.267742741,0.280739298,0.250438415,0.292942127,0.288664863,0.264761388,0.355848624,0.20362449100000002,0.296854964,0.36442329999999995,0.264074667,0.281549834,0.29126776600000004,0.334708825,0.26756661600000003,0.313687803,0.292759957,0.275950862,0.342811099,0.251057759,0.318342701,0.354174899
32,0.287291065,0.268046976,0.28092987,0.250566575,0.293228435,0.28876874199999997,0.264915973,0.355863441,0.203584509,0.29699822800000003,0.364592543,0.264152073,0.281721758,0.291264145,0.334790935,0.267719005,0.313894244,0.29284370600000004,0.276096283,0.34298626,0.251090449,0.31827350600000004,0.354414446
33,0.286904297,0.268293358,0.28133949,0.250573313,0.293254107,0.28873605399999996,0.264678642,0.35584006,0.20367812300000002,0.297096152,0.36471350799999996,0.264399053,0.281571174,0.291438658,0.334980865,0.267860425,0.314057338,0.292982804,0.276283139,0.343185113,0.251181651,0.318213303,0.35466888700000004
