,SN_13_7_S4,SN_14_7_S4,SN_14_7_SB6,SN_14_7_SB8,SN_17_7_SB1,SN_17_7_SB2
0,0.7194827158,0.7369686129,0.7621922426000001,0.8503098897,0.6734262234,0.9347681932999999
1,0.7188206774,0.7366484492,0.7619292778,0.8498050632999999,0.6717661513,0.9342063438
2,0.7182045312,0.7361294519,0.7617754091,0.8492327881,0.6703909661,0.9337004809999999
3,0.717598388,0.7356071612999999,0.7615751853,0.8485737836,0.6692092124,0.9332425714
4,0.7169697256,0.7353621035,0.7611545448999999,0.8479134768000001,0.6680089555,0.9327955027
5,0.7162991687000001,0.7350402991,0.7608942276999999,0.8473017670999999,0.6668948314,0.9322767937
6,0.7156853033,0.7346304404999999,0.7606947081000001,0.8467623216,0.6657470806,0.9317244412000001
7,0.7151613938,0.7342048819,0.7604552666,0.8462676595999999,0.6644779747,0.9311888934
8,0.7145793254999999,0.7339657124,0.7602534015000001,0.8456937034,0.6631593088000001,0.9307377961
9,0.7140043653,0.7337351083,0.7599924286,0.8451009352,0.6619596922,0.9302999861
10,0.713458595,0.7334118176000001,0.7596841919,0.8444918311,0.6607564569,0.9298419825
11,0.7129302258,0.7329544659,0.7594492208,0.8438157629999999,0.6591377561,0.9293654679000001
12,0.7123757184999999,0.7326422743000001,0.7591690676999999,0.8432437834000001,0.6574996492,0.9289146525
13,0.7118878309000001,0.7323999470999999,0.758912846,0.8427192266,0.6559653907,0.9284705006999999
14,0.7115534483,0.7320712993999999,0.7587732456999999,0.8421393929000001,0.6545755007999999,0.9279973523999999
15,0.7111234009,0.7318489648000001,0.7585977883,0.8416812441,0.6534972773,0.9274980594
16,0.7106595512,0.7316085209000001,0.7584193065000001,0.8412263861,0.6524268407,0.9270935404
17,0.7102186596,0.7312674743,0.758249837,0.8407053293000001,0.6511984901,0.9267963864000001
18,0.709740512,0.7308999061,0.7579719997,0.8402183182999999,0.6500576905,0.9262924337
19,0.7093422336,0.7305992609,0.7577859331,0.839847103,0.6490383168,0.9258532522
20,0.7090201162,0.730374249,0.7576897936,0.8395230765999999,0.6481368361,0.9255199161
21,0.7086508718000001,0.7301518715,0.7574762163,0.8390095734999999,0.6473211958,0.9251148647
22,0.7082408947,0.7298296279,0.7572780625,0.8385289268,0.6462858543,0.9246207215000001
23,0.7078019133,0.7294735625,0.7570627936,0.8380754964,0.645097377,0.9241101479
24,0.7073589379,0.7292084956,0.7567745033,0.8375738112000001,0.6439453790999999,0.9236934884
25,0.7069382551000001,0.7289670612000001,0.7566501505,0.837054263,0.6426007175999999,0.92333946
26,0.7064997619,0.7287427611,0.7565264663,0.8365664298000001,0.6411038389,0.9230132193
27,0.7060526494,0.7285214279000001,0.75629242,0.8361407933,0.6395573407999999,0.9226823654999999
28,0.7057936512999999,0.7282374904000001,0.7561239023,0.8357485074,0.6381041301,0.9223175145
29,0.7054788079000001,0.7280088322,0.7560080502,0.8354243892000001,0.6369528381,0.9220119854000001
30,0.7050846986,0.7278517889,0.7559207962000001,0.8351708026000001,0.6361484519,0.9217517568000001
